id,date,year,semester,era,kind,sentiment,sentiment_label,emoji,tone_intensity,primary_topic_label,topic_tag_labels,entities,target_short,sender_short,snippet,text_full
3687,2003-09-29,2003,Fall,2000–2009,DART,-1,dart / criticism,🎯,0.41,"Civic identity, media & reputation","Housing, landlords & apartment life | Neighbors, parties & student behavior | Civic identity, media & reputation",Harrisonburg | JMU | The Breeze,the house editorial,a resident of Harrisonburg and a graduate of JMU,"A ""give-me-a-break"" dart to the house editorial in the Sept. 22 issue of The Breeze for being so self-absorbed that you can't see past your own beer bong to the utter destruction…","A ""give-me-a-break"" dart to the house editorial in the Sept. 22 issue of The Breeze for being so self-absorbed that you can't see past your own beer bong to the utter destruction and death caused by Hurricane Isabel. From a resident of Harrisonburg and a graduate of JMU who is outraged by your lack of concern and care for the larger community."
3724,2003-11-13,2003,Fall,2000–2009,PAT,1,pat / praise,👏,0.4,"Police, public safety & city services","Police, public safety & city services | Neighbors, parties & student behavior",Harrisonburg Police,the vandal,a sophomore,"A ""you-don't-know-how-amazing-your-timing-was"" pat to the vandal breaking into my neighborhood on Halloween night. From a sophomore who was already handcuffed but was let go by a…","A ""you-don't-know-how-amazing-your-timing-was"" pat to the vandal breaking into my neighborhood on Halloween night. From a sophomore who was already handcuffed but was let go by a police officer who had to attend your little incident."
3743,2003-11-24,2003,Fall,2000–2009,DART,-1,dart / criticism,🎯,0.4,"Neighbors, parties & student behavior","Neighbors, parties & student behavior",,the brothers,a group of senior girls,"A ""please-grow-up-and-act-like-the-Southern-gentlemen-you-all-claim-to-be"" dart to the brothers of a certain fraternity who think it is cool to tip over the dumpster every weekend…","A ""please-grow-up-and-act-like-the-Southern-gentlemen-you-all-claim-to-be"" dart to the brothers of a certain fraternity who think it is cool to tip over the dumpster every weekend in Forest Hills. From a group of senior girls who cannot wait to graduate and meet boys with class."
3763,2004-01-20,2004,Spring,2000–2009,DART,-1,dart / criticism,🎯,0.37,"Housing, landlords & apartment life","Housing, landlords & apartment life | Neighbors, parties & student behavior",,the immature boys,four girls,"A ""grow-up-and-get-a-life"" dart to the immature boys who trashed our apartment and picked a fight with one of our roommates. From four girls who think that any guy who would fight…","A ""grow-up-and-get-a-life"" dart to the immature boys who trashed our apartment and picked a fight with one of our roommates. From four girls who think that any guy who would fight a girl needs to be committed."
3783,2004-01-29,2004,Spring,2000–2009,DART,-1,dart / criticism,🎯,0.4,"Transit, buses & mobility","Transit, buses & mobility | Community service & mutual aid",Harrisonburg | JMU | Harrisonburg Transit,JMU and the Harrisonburg Department of Public Transportation,a chilled student,"An ""I'm-freezing-my-short-and-curlies-off"" dart to JMU and the Harrisonburg Department of Public Transportation for starting school before the buses are running and not telling an…","An ""I'm-freezing-my-short-and-curlies-off"" dart to JMU and the Harrisonburg Department of Public Transportation for starting school before the buses are running and not telling anyone that they aren't running. From a chilled student who waited 45 minutes in the cold."
3778,2004-01-29,2004,Spring,2000–2009,PAT,1,pat / praise,👏,0.46,"Parking, towing & cars","Parking, towing & cars | Housing, landlords & apartment life | Community service & mutual aid | Weather, environment & infrastructure",JMU | South View,the band,two South View girls,"A ""thanks-for-proving-that-some-guys-at-JMU-do-exist"" pat to the band that helped push our car after it got stuck in the snow and also to the gems that shoveled us out of the Comm…","A ""thanks-for-proving-that-some-guys-at-JMU-do-exist"" pat to the band that helped push our car after it got stuck in the snow and also to the gems that shoveled us out of the Commons' parking lot for 20 minutes. From two South View girls who decided it would be a good idea to back out in the snow in their not-so-snow-equipped car."
3784,2004-02-02,2004,Spring,2000–2009,PAT,1,pat / praise,👏,0.4,"Housing, landlords & apartment life","Streets, traffic & pedestrian safety | Housing, landlords & apartment life | Campus edge, construction & expansion",JMU | Sunchase,the guy,a hitchhiking freshman,"A ""you-make-JMU-a-friendlier-place"" pat to the guy and girl in a white van who drove me back to campus from SunChase. From a hitchhiking freshman who was scooped off the road at 2…","A ""you-make-JMU-a-friendlier-place"" pat to the guy and girl in a white van who drove me back to campus from SunChase. From a hitchhiking freshman who was scooped off the road at 2:30 a.m. and delivered safely to the Village."
3818,2004-02-23,2004,Spring,2000–2009,PAT,1,pat / praise,👏,0.4,"Streets, traffic & pedestrian safety","Streets, traffic & pedestrian safety",,the girl,a commuting junior,"A ""thanks-for-going-out-of-your-way"" pat to the girl who risked her life and ran into traffic on Reservoir Street just to move a traffic cone for me. From a commuting junior who r…","A ""thanks-for-going-out-of-your-way"" pat to the girl who risked her life and ran into traffic on Reservoir Street just to move a traffic cone for me. From a commuting junior who respects a girl performing random acts of kindness."
3820,2004-02-26,2004,Spring,2000–2009,PAT,1,pat / praise,👏,0.43,Community service & mutual aid,"Local businesses & restaurants | Downtown, arts & events | Community service & mutual aid | Civic identity, media & reputation",JMU | Downtown Harrisonburg,the downtown businesses,a senior,"A ""finally-thank-you"" pat to the downtown businesses with JMU Dukes flags that are offering discounts for local students. From a senior who has waited four years for the people wh…","A ""finally-thank-you"" pat to the downtown businesses with JMU Dukes flags that are offering discounts for local students. From a senior who has waited four years for the people who make money here, instead of selling rival universities' school supplies like a certain national chain."
3824,2004-02-26,2004,Spring,2000–2009,PAT,1,pat / praise,👏,0.37,Other town-gown moments,,Rockingham County,a certain junior girl,someone,"A ""cheers"" pat to a certain junior girl who didn't realize that she was on the roof of Rockingham Memorial Hospital and not safely at home asleep in her bed. From someone who can…","A ""cheers"" pat to a certain junior girl who didn't realize that she was on the roof of Rockingham Memorial Hospital and not safely at home asleep in her bed. From someone who can relate to other people finding themselves in strange places."
3843,2004-03-22,2004,Spring,2000–2009,DART,-1,dart / criticism,🎯,0.42,"Parking, towing & cars","Parking, towing & cars | Housing, landlords & apartment life",,the noisy leprechauns,a junior,"A ""thanks-for-celebrating-St.-Patrick's-Day-on-my-car"" dart to the noisy leprechauns in the parking lot of my apartment complex. From a junior who woke up Thursday hoping not to w…","A ""thanks-for-celebrating-St.-Patrick's-Day-on-my-car"" dart to the noisy leprechauns in the parking lot of my apartment complex. From a junior who woke up Thursday hoping not to walk around broken bottles and to wash the foam off her windshield."
3880,2004-04-15,2004,Spring,2000–2009,PAT,1,pat / praise,👏,0.38,"Streets, traffic & pedestrian safety","Streets, traffic & pedestrian safety",Main Street | Port Republic Road,the two ducks,a junior,"A ""get-down, get-down"" pat to the two ducks getting their groove on in the middle of South Main Street and Port Republic Road while their voyeuristic feathered friend stopped traf…","A ""get-down, get-down"" pat to the two ducks getting their groove on in the middle of South Main Street and Port Republic Road while their voyeuristic feathered friend stopped traffic so they could do their thing. From a junior who's glad to see animals giving in to spring fever on a sunny day."
3902,2004-04-29,2004,Spring,2000–2009,PAT,1,pat / praise,👏,0.4,Local businesses & restaurants,Local businesses & restaurants,JMU,the home crowd audience,a JMU alumnus turned rock star,"A ""we-live-for-energy-like-that"" pat to the home crowd audience at Mainstreet Bar and Grill Tuesday night. From a JMU alumnus turned rock star who will never forget his Duke Dog r…","A ""we-live-for-energy-like-that"" pat to the home crowd audience at Mainstreet Bar and Grill Tuesday night. From a JMU alumnus turned rock star who will never forget his Duke Dog roots and loves coming back to perform."
3920,2004-08-30,2004,Fall,2000–2009,DART,-1,dart / criticism,🎯,0.4,"Parking, towing & cars","Parking, towing & cars | Housing, landlords & apartment life",,the murderers,a grieving friend,"A ""thanks-for-making-roadkill-out-of-my-best-friend"" dart to the murderers who ran over my box turtle, Ralphe, in my apartment parking lot. From a grieving friend who is left with…","A ""thanks-for-making-roadkill-out-of-my-best-friend"" dart to the murderers who ran over my box turtle, Ralphe, in my apartment parking lot. From a grieving friend who is left with nothing but memories."
3957,2004-09-20,2004,Fall,2000–2009,DART,-1,dart / criticism,🎯,0.38,Local businesses & restaurants,"Local businesses & restaurants | Civic identity, media & reputation",,a local restaurant,a student,"A ""I-hope-you-eat-your-words"" dart to a local restaurant for informing a group of students that it was a ""family restaurant"" and fun was not to be had there. From a student who is…","A ""I-hope-you-eat-your-words"" dart to a local restaurant for informing a group of students that it was a ""family restaurant"" and fun was not to be had there. From a student who is sorry she has spent money at such a lame place and thinks other students should steer clear."
3991,2004-10-11,2004,Fall,2000–2009,DART,-1,dart / criticism,🎯,0.4,"Neighbors, parties & student behavior","Neighbors, parties & student behavior",,the random person,a bruise-less senior,"A ""you-hit-like-a-girl"" dart to the random person that showed up at my classy private party and punched me in the face when I asked him to leave. From a bruise-less senior who thi…","A ""you-hit-like-a-girl"" dart to the random person that showed up at my classy private party and punched me in the face when I asked him to leave. From a bruise-less senior who thinks people like you give townies a bad name and hopes you come back when he's not so tired."
3996,2004-10-25,2004,Fall,2000–2009,DART,-1,dart / criticism,🎯,0.4,"Housing, landlords & apartment life","Police, public safety & city services | Housing, landlords & apartment life | Neighbors, parties & student behavior | Weather, environment & infrastructure",,my apartment complex,a resident,"A ""thanks-for-informing-us-of-the-possible-danger"" dart to my apartment complex for not alerting its residents of last week's attack. From a resident who has been taking her trash…","A ""thanks-for-informing-us-of-the-possible-danger"" dart to my apartment complex for not alerting its residents of last week's attack. From a resident who has been taking her trash out alone after dark for a week with no idea that she could be putting herself in danger by doing so."
4020,2004-11-11,2004,Fall,2000–2009,PAT,1,pat / praise,👏,0.48,"Neighbors, parties & student behavior","Neighbors, parties & student behavior | Community service & mutual aid | Civic identity, media & reputation",JMU,the JMU students,an Old Town mom,"A ""thanks-from-the-community"" pat to the JMU students who had a really cool haunted house for the neighborhood children. From an Old Town mom who complains about loud parties but…","A ""thanks-from-the-community"" pat to the JMU students who had a really cool haunted house for the neighborhood children. From an Old Town mom who complains about loud parties but recognizes that there are lots of good things about coexisting with college students."
4048,2004-12-02,2004,Fall,2000–2009,PAT,1,pat / praise,👏,0.4,"Housing, landlords & apartment life","Housing, landlords & apartment life",,the maintenance crew,two roommates,"A ""you're-saving-lives"" pat to the maintenance crew for allowing us to reverse our peep holes so we don't walk into our apartment and get hit with a sock full of pennies. From two…","A ""you're-saving-lives"" pat to the maintenance crew for allowing us to reverse our peep holes so we don't walk into our apartment and get hit with a sock full of pennies. From two roommates who are afraid of their other two roommates."
4052,2005-01-13,2005,Spring,2000–2009,PAT,1,pat / praise,👏,0.39,"Neighbors, parties & student behavior","Police, public safety & city services | Neighbors, parties & student behavior | Downtown, arts & events",Harrisonburg Police,the house,a senior,"A ""the-show-must-go-on"" pat to the house who re-enacted ""Home Alone"" Friday night, despite Grinchy neighbors calling the cops. From a senior who thanks you for bringing the Christ…","A ""the-show-must-go-on"" pat to the house who re-enacted ""Home Alone"" Friday night, despite Grinchy neighbors calling the cops. From a senior who thanks you for bringing the Christmas spirit."
4067,2005-01-24,2005,Spring,2000–2009,PAT,1,pat / praise,👏,0.37,"Neighbors, parties & student behavior","Police, public safety & city services | Housing, landlords & apartment life | Neighbors, parties & student behavior",Harrisonburg Police,the shirtless guy,a neighbor,"A ""way-to-be-sneaky"" pat to the shirtless guy who evaded the cops by jumping over a balcony and then entered my apartment looking for a party. From a neighbor who was entertained…","A ""way-to-be-sneaky"" pat to the shirtless guy who evaded the cops by jumping over a balcony and then entered my apartment looking for a party. From a neighbor who was entertained by your antics while she was watching the commotion outside."
4078,2005-01-31,2005,Spring,2000–2009,DART,-1,dart / criticism,🎯,0.44,"Neighbors, parties & student behavior","Neighbors, parties & student behavior | Local businesses & restaurants",Harrisonburg | JMU,the two college women,"an eavesdropping, transplanted townie","A ""your-ignorance-is-showing"" dart to the two college women at Taste of Thai who said they were glad Harrisonburg has a popular ethnic restaurant, which means there must be a smal…","A ""your-ignorance-is-showing"" dart to the two college women at Taste of Thai who said they were glad Harrisonburg has a popular ethnic restaurant, which means there must be a small percentage of townies that are cool and don't mind mixing with the learned. From an eavesdropping, transplanted townie who is appalled to think that you two represent JMU students and ""learned people."""
4087,2005-02-07,2005,Spring,2000–2009,DART,-1,dart / criticism,🎯,0.43,"Neighbors, parties & student behavior","Neighbors, parties & student behavior | Community service & mutual aid",JMU,the transplanted townie,"the ""ignorant"" girls","A ""just-take-a-deep-breath"" dart to the transplanted townie for taking a comment like ""Taste-of-Thai is a great place for the gathering of townies and college kids"" too seriously.…","A ""just-take-a-deep-breath"" dart to the transplanted townie for taking a comment like ""Taste-of-Thai is a great place for the gathering of townies and college kids"" too seriously. From the ""ignorant"" girls who realize how inclusive the JMU bubble can be."
4110,2005-02-17,2005,Spring,2000–2009,DART,-1,dart / criticism,🎯,0.37,"Housing, landlords & apartment life","Police, public safety & city services | Housing, landlords & apartment life | Neighbors, parties & student behavior | Community service & mutual aid | Campus edge, construction & expansion",Harrisonburg Police,the peeping Tom,a disgusted senior,"An ""I-should-have-called-the-cops-on-you"" dart to the peeping Tom who was creeping around my apartment building Saturday night. From a disgusted senior who thought people had more…","An ""I-should-have-called-the-cops-on-you"" dart to the peeping Tom who was creeping around my apartment building Saturday night. From a disgusted senior who thought people had more dignity at this school than to be so perverted."
4129,2005-02-28,2005,Spring,2000–2009,PAT,1,pat / praise,👏,0.37,"Streets, traffic & pedestrian safety","Streets, traffic & pedestrian safety | Weather, environment & infrastructure",,the guys,a sophomore girl,"A ""don't-ever-lose-your-inner-child"" pat to the guys on Devon Lane who were sledding — it made my day seeing two people having fun in the snow. From a sophomore girl that wishes m…","A ""don't-ever-lose-your-inner-child"" pat to the guys on Devon Lane who were sledding — it made my day seeing two people having fun in the snow. From a sophomore girl that wishes more people would stay young at heart."
4138,2005-03-17,2005,Spring,2000–2009,DART,-1,dart / criticism,🎯,0.41,"Neighbors, parties & student behavior","Streets, traffic & pedestrian safety | Neighbors, parties & student behavior | Local businesses & restaurants | Weather, environment & infrastructure",Kline's,the group,a freshman girl,"A ""where-are-your-manners"" dart to the group of girls at Kline's Ice Cream on Sunday afternoon talking about deep-throating loud enough for all the customers to hear, including a…","A ""where-are-your-manners"" dart to the group of girls at Kline's Ice Cream on Sunday afternoon talking about deep-throating loud enough for all the customers to hear, including a family who just got out of the church across the street. From a freshman girl who thinks it's ridiculous that you even have those words in your vocabulary and can't respect those around you."
4159,2005-03-31,2005,Spring,2000–2009,DART,-1,dart / criticism,🎯,0.37,"Neighbors, parties & student behavior","Police, public safety & city services | Neighbors, parties & student behavior",Harrisonburg Police,the neighbors,a group of girls,"An ""it's-a-Friday-night"" dart to the neighbors who decided to call the cops on us before midnight and end our birthday party. From a group of girls who wish you would have come to…","An ""it's-a-Friday-night"" dart to the neighbors who decided to call the cops on us before midnight and end our birthday party. From a group of girls who wish you would have come to party with us instead."
4162,2005-04-04,2005,Spring,2000–2009,DART,-1,dart / criticism,🎯,0.42,"Housing, landlords & apartment life","Housing, landlords & apartment life",,the landlord,a disgruntled tenant,"A ""thanks-for-ripping-me-off"" dart to the landlord who stole my method of relaxation while I was trying to further my education by going to class on a Friday. From a disgruntled t…","A ""thanks-for-ripping-me-off"" dart to the landlord who stole my method of relaxation while I was trying to further my education by going to class on a Friday. From a disgruntled tenant who was planning on unwinding after a stressful test."
4177,2005-08-29,2005,Fall,2000–2009,PAT,1,pat / praise,👏,0.4,"Housing, landlords & apartment life","Streets, traffic & pedestrian safety | Police, public safety & city services | Housing, landlords & apartment life",Harrisonburg Police | South View,the guys,a junior girl,"A ""thank-God-you-weren't-actually-the-cops"" pat to the guys who followed us all the way to South View from McDonalds, just to tell us we went straight from the turn only lane. Fro…","A ""thank-God-you-weren't-actually-the-cops"" pat to the guys who followed us all the way to South View from McDonalds, just to tell us we went straight from the turn only lane. From a junior girl you almost had in tears from fear, but now knows the right way home."
4186,2005-09-01,2005,Fall,2000–2009,DART,-1,dart / criticism,🎯,0.4,"Neighbors, parties & student behavior","Neighbors, parties & student behavior",,my upstairs neighbor,a junior,"A ""be-more-considerate"" dart to my upstairs neighbor who feels the need to play his bass so loud it vibrates things off my walls. From a junior who is really tired of having to pi…","A ""be-more-considerate"" dart to my upstairs neighbor who feels the need to play his bass so loud it vibrates things off my walls. From a junior who is really tired of having to pick her stuff up off the floor."
4195,2005-09-06,2005,Fall,2000–2009,DART,-1,dart / criticism,🎯,0.42,"Parking, towing & cars","Parking, towing & cars | Housing, landlords & apartment life",South View,the girl,two girls,"A ""your-car-really-isn't-that-sweet"" dart to the girl taking up two spots in the full South View parking lot. From two girls who didn't appreciate driving around the complex for 2…","A ""your-car-really-isn't-that-sweet"" dart to the girl taking up two spots in the full South View parking lot. From two girls who didn't appreciate driving around the complex for 20 minutes looking for a different parking space."
4201,2005-09-08,2005,Fall,2000–2009,DART,-1,dart / criticism,🎯,0.4,"Housing, landlords & apartment life","Streets, traffic & pedestrian safety | Parking, towing & cars | Housing, landlords & apartment life | Neighbors, parties & student behavior",,the two motorcycle drivers,your neighbor,"A ""did-you-miss-the-sharing-lesson-in-kindergarten?"" dart to the two motorcycle drivers who live in the um apartment and still take up two spaces with their small bikes. From your…","A ""did-you-miss-the-sharing-lesson-in-kindergarten?"" dart to the two motorcycle drivers who live in the um apartment and still take up two spaces with their small bikes. From your neighbor who doesn't appreciate parking a block away because you two aren't considerate."
4208,2005-09-08,2005,Fall,2000–2009,DART,-1,dart / criticism,🎯,0.44,"Housing, landlords & apartment life","Police, public safety & city services | Housing, landlords & apartment life | Neighbors, parties & student behavior",,the drunk guy,a junior girl,"A ""thanks-so-much-for-breaking-the-lock-on-my-door"" dart to the drunk guy that attempted to get into my apartment on Saturday at 4:30 a.m. looking for his hat that he obviously le…","A ""thanks-so-much-for-breaking-the-lock-on-my-door"" dart to the drunk guy that attempted to get into my apartment on Saturday at 4:30 a.m. looking for his hat that he obviously left somewhere else. From a junior girl who had to spend the rest of the night talking to the police, getting her door repaired, trying to calm down her visiting grandmother and help her mother with her now broken nose."
4233,2005-09-22,2005,Fall,2000–2009,DART,-1,dart / criticism,🎯,0.38,Other town-gown moments,,Rockingham County,the doctor,a senior,"A ""why-can't-hospital-staff-count?"" dart to the doctor at the Rockingham Memorial Hospital for not being able to use all his fingers to count that he put five stitches in me, not…","A ""why-can't-hospital-staff-count?"" dart to the doctor at the Rockingham Memorial Hospital for not being able to use all his fingers to count that he put five stitches in me, not four. From a senior that hopes he never has to go back to the ER here again."
4242,2005-09-26,2005,Fall,2000–2009,DART,-1,dart / criticism,🎯,0.4,"Housing, landlords & apartment life","Streets, traffic & pedestrian safety | Housing, landlords & apartment life | Neighbors, parties & student behavior",Hunter's Ridge,the guys,a disgruntled fellow Hunters Ridge resident,"A ""way-to-be-cool"" dart to the guys on a balcony in Hunters Ridge who thought it would be hilarious to throw empty beer bottles at moving vehicles and break glass all over the roa…","A ""way-to-be-cool"" dart to the guys on a balcony in Hunters Ridge who thought it would be hilarious to throw empty beer bottles at moving vehicles and break glass all over the road. From a disgruntled fellow Hunters Ridge resident with a flat tire and a dent in his hood."
4318,2005-10-31,2005,Fall,2000–2009,DART,-1,dart / criticism,🎯,0.4,"Streets, traffic & pedestrian safety","Streets, traffic & pedestrian safety | Neighbors, parties & student behavior",Main Street,the squirrel,a junior,"A ""respect-me-because-I'm-bigger"" dart to the squirrel who dropped one of those huge green things on my head standing at the crosswalk on East Grace and South Main Streets. From a…","A ""respect-me-because-I'm-bigger"" dart to the squirrel who dropped one of those huge green things on my head standing at the crosswalk on East Grace and South Main Streets. From a junior who didn't appreciate the morning wake-up call and green stuff on my head."
4348,2005-11-14,2005,Fall,2000–2009,DART,-1,dart / criticism,🎯,0.4,"Neighbors, parties & student behavior","Housing, landlords & apartment life | Neighbors, parties & student behavior | Downtown, arts & events",,the person,an angry birthday girl,"An ""I-guess-you-weren't-clean-enough"" dart to the person who decided to use my entire bottle of Dove body wash and squirt it around my bathroom Friday night at my party. From an a…","An ""I-guess-you-weren't-clean-enough"" dart to the person who decided to use my entire bottle of Dove body wash and squirt it around my bathroom Friday night at my party. From an angry birthday girl who wants you to never show your face at my apartment again."
4347,2005-11-14,2005,Fall,2000–2009,PAT,1,pat / praise,👏,0.42,"Neighbors, parties & student behavior","Neighbors, parties & student behavior",JMU,the girls,an exhausted water polo player,"A ""thanks-for-bringing-'MmmBop'-back-to-JMU"" pat to the girls next door who loudly played the song at their party Saturday night. From an exhausted water polo player who needed th…","A ""thanks-for-bringing-'MmmBop'-back-to-JMU"" pat to the girls next door who loudly played the song at their party Saturday night. From an exhausted water polo player who needed the laugh after a rough day of games."
4362,2005-11-17,2005,Fall,2000–2009,DART,-1,dart / criticism,🎯,0.37,Other town-gown moments,,,the Harrisonburger,a horrified senior girl,"An ""I-just-threw-up-a-little-in-my-mouth"" dart to the Harrisonburger in front of me with a dead deer strapped to the back of his Bronco. From a horrified senior girl whose trip to…","An ""I-just-threw-up-a-little-in-my-mouth"" dart to the Harrisonburger in front of me with a dead deer strapped to the back of his Bronco. From a horrified senior girl whose trip to Wal-Mart was a little more emotionally scarring than usual."
4390,2006-01-12,2006,Spring,2000–2009,DART,-1,dart / criticism,🎯,0.38,"Housing, landlords & apartment life","Housing, landlords & apartment life",,the city servants,some disgruntled upperclassmen,"An ""as-if-finals-aren't-crappy-enough"" dart to the city servants who tracked dog poop all over our townhouse when responding to a gas leak. From some disgruntled upperclassmen who…","An ""as-if-finals-aren't-crappy-enough"" dart to the city servants who tracked dog poop all over our townhouse when responding to a gas leak. From some disgruntled upperclassmen who, while they are appreciative of your hard work, actually prefer the smell of leaking propane to dog feces."
4397,2006-01-17,2006,Spring,2000–2009,DART,-1,dart / criticism,🎯,0.38,Other town-gown moments,,Harrisonburg,all the oversensitive city-dwellers,a townie freshman,"A ""Toto-we're-not-in-Northern-Virginia-anymore"" dart to all the oversensitive city-dwellers who nearly gag when they see a dead deer on the back of a truck. From a townie freshman…","A ""Toto-we're-not-in-Northern-Virginia-anymore"" dart to all the oversensitive city-dwellers who nearly gag when they see a dead deer on the back of a truck. From a townie freshman who loves both venison and the high-class entertainment options that exist in the cultural hotspot that is Harrisonburg."
4400,2006-01-17,2006,Spring,2000–2009,DART,-1,dart / criticism,🎯,0.38,"Parking, towing & cars","Streets, traffic & pedestrian safety | Parking, towing & cars",Harrisonburg,the tool,three girls,"A ""how-did-you-pass-your-drivers-test?"" dart to the tool who quadruple-parked in the Harrisonburg Crossing parking lot, as though their car deserved four spaces. From three girls…","A ""how-did-you-pass-your-drivers-test?"" dart to the tool who quadruple-parked in the Harrisonburg Crossing parking lot, as though their car deserved four spaces. From three girls who know that it is less embarrassing to back up and try again than to leave the car there like nothing is wrong."
4399,2006-01-17,2006,Spring,2000–2009,DART,-1,dart / criticism,🎯,0.45,"Parking, towing & cars","Parking, towing & cars",,the person,a bruised and battered senior,"A ""that's-not-how-to-hit-on-a-girl"" dart to the person who ran their SUV into me in the parking lot of Dirty Dave's and sped away as I rolled off their hood. From a bruised and ba…","A ""that's-not-how-to-hit-on-a-girl"" dart to the person who ran their SUV into me in the parking lot of Dirty Dave's and sped away as I rolled off their hood. From a bruised and battered senior who wants to express thanks for starting her last semester off with a bang."
4441,2006-02-09,2006,Spring,2000–2009,PAT,1,pat / praise,👏,0.4,"Neighbors, parties & student behavior","Housing, landlords & apartment life | Neighbors, parties & student behavior",,my neighbors,your neighbor,"A ""thanks-for-putting-things-in-perspective"" pat to my neighbors who decided to throw rocks at their roommate's window just because they could. From your neighbor who studied regr…","A ""thanks-for-putting-things-in-perspective"" pat to my neighbors who decided to throw rocks at their roommate's window just because they could. From your neighbor who studied regression in psychology class, and got a laugh seeing it played out on the way home."
4470,2006-02-27,2006,Spring,2000–2009,DART,-1,dart / criticism,🎯,0.42,"Housing, landlords & apartment life","Housing, landlords & apartment life | Neighbors, parties & student behavior",,the boys,a girl,"An ""I-am-too-old-because-it-is-too-loud"" dart to the boys in the townhouse next to me who turn up the bass at all hours. From a girl who doesn't appreciate the pseudo-earthquakes…","An ""I-am-too-old-because-it-is-too-loud"" dart to the boys in the townhouse next to me who turn up the bass at all hours. From a girl who doesn't appreciate the pseudo-earthquakes from your speakers that shake her house to the foundation."
4497,2006-03-27,2006,Spring,2000–2009,DART,-1,dart / criticism,🎯,0.4,"Streets, traffic & pedestrian safety","Streets, traffic & pedestrian safety",Port Republic Road,the crosswalk button,a sophomore,"An ""are-you-trying-to-kill-us?"" dart to the crosswalk button on Port Republic Road that doesn't work. From a sophomore who almost got hit and now understands what a real-life game…","An ""are-you-trying-to-kill-us?"" dart to the crosswalk button on Port Republic Road that doesn't work. From a sophomore who almost got hit and now understands what a real-life game of ""Frogger"" would be like."
4510,2006-04-03,2006,Spring,2000–2009,PAT,1,pat / praise,👏,0.39,"Downtown, arts & events","Parking, towing & cars | Police, public safety & city services | Downtown, arts & events",Harrisonburg | City of Harrisonburg | Downtown Harrisonburg,the City of Harrisonburg,an appreciative Duke,"A ""thank-you-from-the-bottom-of-my-change-drawer"" pat to the City of Harrisonburg for removing the downtown parking meters. From an appreciative Duke who never had enough loose co…","A ""thank-you-from-the-bottom-of-my-change-drawer"" pat to the City of Harrisonburg for removing the downtown parking meters. From an appreciative Duke who never had enough loose coins to park. "
4511,2006-04-03,2006,Spring,2000–2009,DART,-1,dart / criticism,🎯,0.38,"Downtown, arts & events","Downtown, arts & events",Harrisonburg | Downtown Harrisonburg,Harrisonburg,a frustrated junior,"A ""mail-should-not-be-rocket-science"" dart to Harrisonburg for not having th economy necessary to warrant real congruent post offices. From a frustrated junior who doesn't underst…","A ""mail-should-not-be-rocket-science"" dart to Harrisonburg for not having th economy necessary to warrant real congruent post offices. From a frustrated junior who doesn't understand why the downtown post office closes at 4:30 p.m. and is located far enough away from the other one to prohibit running over there before they close at 5 p.m."
4516,2006-04-06,2006,Spring,2000–2009,DART,-1,dart / criticism,🎯,0.37,"Streets, traffic & pedestrian safety","Streets, traffic & pedestrian safety | Transit, buses & mobility",,the person,a terrified senior,"A ""remove-head-from-sphincter-then-drive"" dart to the person driving the wrong way down S. Main St. into oncoming traffic. From a terrified senior who thinks that the insane drivi…","A ""remove-head-from-sphincter-then-drive"" dart to the person driving the wrong way down S. Main St. into oncoming traffic. From a terrified senior who thinks that the insane driving depcted in movies belongs in movies, and not on Route 11."
4536,2006-04-17,2006,Spring,2000–2009,PAT,1,pat / praise,👏,0.4,"Streets, traffic & pedestrian safety","Streets, traffic & pedestrian safety | Parking, towing & cars | Civic identity, media & reputation",JMU | Port Republic Road,the JMU community,a distraught senior,"A ""joy-comes-in-small-packages"" pat to the JMU community for their help in the search for my Chihuahua after she got out during a car accident. From a distraught senior who finall…","A ""joy-comes-in-small-packages"" pat to the JMU community for their help in the search for my Chihuahua after she got out during a car accident. From a distraught senior who finally found Maeby the next day off of Port Republic Road."
4547,2006-04-27,2006,Spring,2000–2009,DART,-1,dart / criticism,🎯,0.38,"Streets, traffic & pedestrian safety","Streets, traffic & pedestrian safety | Police, public safety & city services | Housing, landlords & apartment life | Weather, environment & infrastructure",Harrisonburg | City of Harrisonburg | Main Street,the City of Harrisonburg,a now-soaked senior,"A ""surprises-in-the-rain-are-not-welcomed"" dart to the City of Harrisonburg for closing down South Main Street without notifying residents. From a now-soaked senior who enjoys wat…","A ""surprises-in-the-rain-are-not-welcomed"" dart to the City of Harrisonburg for closing down South Main Street without notifying residents. From a now-soaked senior who enjoys watching bikes go in a circle, but would have preferred to drive instead of walk through the rain."
4551,2006-08-31,2006,Fall,2000–2009,DART,-1,dart / criticism,🎯,0.38,"Neighbors, parties & student behavior","Neighbors, parties & student behavior",,the townie guy,a bruised and battered senior girl,"A ""something-smells-rotten-and-I-think-it's-you"" dart to the townie guy who pelted me with an egg as I walked home Friday night. From a bruised and battered senior girl who can on…","A ""something-smells-rotten-and-I-think-it's-you"" dart to the townie guy who pelted me with an egg as I walked home Friday night. From a bruised and battered senior girl who can only imagine what a boy that would throw eggs at a chick is trying to overcompensate for."
